5.85587,1901,,
20.2193,1901,,
21.4774,1901,,
7.71213,1901,,
2.84379,1901,,
1.09687,1901,,
1.81646,1901,,
2.12076,1901,,
0.83978,1901,,
0.45951,1901,,
1.51435,1901,,
7.10326,1901,,
1.5022,1902,,
8.29609,1902,,
4.52895,1902,,
7.26411,1902,,
0.97261,1902,,
1.09687,1902,,
0.80124,1902,,
2.12076,1902,,
0.83978,1902,,
1.38769,1902,,
1.22915,1902,,
5.25453,1902,,
3.42219,1903,,
21.6934,1903,,
7.3483,1903,,
9.47099,1903,,
0.97261,1903,,
5.53032,1903,,
0.80124,1903,,
2.12076,1903,,
0.83978,1903,,
0.09349,1903,,
0.74994,1903,,
3.52545,1903,,
2.60087,1904,,
8.38165,1904,,
14.9313,1904,,
3.44114,1904,,
7.25207,1904,,
1.09687,1904,,
0.80124,1904,,
2.12076,1904,,
0.83978,1904,,
0.09349,1904,,
6.17914,1904,,
1.768,1904,,
6.65043,1905,,
29.3735,1905,,
44.1445,1905,,
2.47969,1905,,
0.97261,1905,,
1.09687,1905,,
0.80124,1905,,
2.12076,1905,,
0.83978,1905,,
0.09349,1905,,
2.00438,1905,,
8.0066,1905,,
5.18389,1906,,
32.9667,1906,,
41.402,1906,,
2.47969,1906,,
2.24056,1906,,
1.74084,1906,,
0.80124,1906,,
4.92907,1906,,
0.83978,1906,,
0.09349,1906,,
0.74293,1906,,
13.0666,1906,,
2.40302,1907,,
59.3546,1907,,
4.13904,1907,,
12.1182,1907,,
2.88296,1907,,
1.09687,1907,,
0.80124,1907,,
2.12076,1907,,
0.83978,1907,,
0.09349,1907,,
2.00438,1907,,
2.88503,1907,,
5.60648,1908,,
6.43236,1908,,
11.6173,1908,,
4.90446,1908,,
0.97261,1908,,
1.09687,1908,,
0.80124,1908,,
2.12076,1908,,
0.83978,1908,,
0.09349,1908,,
0.42246,1908,,
3.34131,1908,,
22.2927,1909,,
5.29696,1909,,
4.13904,1909,,
5.984,1909,,
0.97261,1909,,
1.09687,1909,,
0.80124,1909,,
2.12076,1909,,
0.83978,1909,,
0.09349,1909,,
2.63368,1909,,
11.6295,1909,,
10.1114,1910,,
6.43236,1910,,
15.6807,1910,,
2.8618,1910,,
2.44721,1910,,
1.09687,1910,,
0.80124,1910,,
2.12076,1910,,
0.83978,1910,,
0.09349,1910,,
0.42246,1910,,
12.9386,1910,,
13.5299,1911,,
7.64937,1911,,
35.0226,1911,,
3.36385,1911,,
0.97261,1911,,
1.09687,1911,,
0.80124,1911,,
2.12076,1911,,
0.83978,1911,,
0.09349,1911,,
4.14942,1911,,
5.67733,1911,,
13.3886,1912,,
16.3864,1912,,
6.82072,1912,,
44.5777,1912,,
0.97261,1912,,
1.09687,1912,,
0.80124,1912,,
3.25346,1912,,
0.83978,1912,,
0.09349,1912,,
2.00438,1912,,
23.0855,1912,,
3.44355,1913,,
73.2112,1913,,
18.2764,1913,,
2.47969,1913,,
1.2686,1913,,
1.09687,1913,,
0.80124,1913,,
2.12076,1913,,
0.83978,1913,,
0.09349,1913,,
0.42246,1913,,
9.81405,1913,,
6.00755,1914,,
25.6706,1914,,
14.763,1914,,
8.0399,1914,,
2.84379,1914,,
1.74084,1914,,
5.45949,1914,,
4.92907,1914,,
0.83978,1914,,
0.63444,1914,,
2.01026,1914,,
7.96009,1914,,
6.13782,1915,,
18.66,1915,,
16.3794,1915,,
12.7584,1915,,
2.84379,1915,,
1.09687,1915,,
1.81646,1915,,
2.12076,1915,,
0.83978,1915,,
0.45951,1915,,
1.51435,1915,,
6.40922,1915,,
11.0917,1916,,
23.391,1916,,
15.5854,1916,,
30.1471,1916,,
2.84379,1916,,
1.09687,1916,,
1.81646,1916,,
3.25346,1916,,
0.83978,1916,,
0.63444,1916,,
1.51435,1916,,
5.83718,1916,,
9.22893,1917,,
21.7258,1917,,
14.0191,1917,,
7.83007,1917,,
2.84379,1917,,
1.09687,1917,,
1.81646,1917,,
2.12076,1917,,
0.83978,1917,,
0.45951,1917,,
1.51435,1917,,
8.24684,1917,,
6.07666,1918,,
18.6066,1918,,
17.1822,1918,,
8.89293,1918,,
2.88296,1918,,
1.09687,1918,,
1.81646,1918,,
2.12076,1918,,
0.83978,1918,,
0.45951,1918,,
1.52851,1918,,
9.73454,1918,,
7.10886,1919,,
22.3168,1919,,
19.0372,1919,,
8.15547,1919,,
3.4354,1919,,
1.09687,1919,,
1.81646,1919,,
2.12076,1919,,
0.83978,1919,,
0.45951,1919,,
1.51435,1919,,
5.84162,1919,,
6.5028,1920,,
21.7949,1920,,
14.2605,1920,,
7.54757,1920,,
2.84379,1920,,
1.09687,1920,,
1.81646,1920,,
2.12076,1920,,
0.83978,1920,,
0.45951,1920,,
2.08575,1920,,
6.06967,1920,,
6.12583,1921,,
18.4638,1921,,
14.0032,1921,,
7.61546,1921,,
2.41118,1921,,
1.09687,1921,,
1.81646,1921,,
2.12076,1921,,
0.83978,1921,,
0.45951,1921,,
7.61426,1921,,
7.41476,1921,,
6.06069,1922,,
19.4543,1922,,
14.0032,1922,,
7.54757,1922,,
2.84379,1922,,
1.09687,1922,,
1.81646,1922,,
2.12076,1922,,
0.83978,1922,,
0.45951,1922,,
1.51435,1922,,
5.77794,1922,,
6.63531,1923,,
19.6767,1923,,
14.5657,1923,,
13.0067,1923,,
2.84379,1923,,
1.09687,1923,,
1.81646,1923,,
2.12076,1923,,
0.83978,1923,,
0.46019,1923,,
4.41861,1923,,
9.7805,1923,,
6.67683,1924,,
19.6525,1924,,
14.0191,1924,,
7.54757,1924,,
2.84379,1924,,
1.09687,1924,,
1.81646,1924,,
2.12076,1924,,
0.83978,1924,,
0.46207,1924,,
1.51435,1924,,
8.79577,1924,,
6.30411,1925,,
18.8229,1925,,
15.2602,1925,,
7.54757,1925,,
3.00505,1925,,
1.09687,1925,,
1.81646,1925,,
2.12076,1925,,
0.83978,1925,,
0.63507,1925,,
1.73612,1925,,
5.7159,1925,,
7.27549,1926,,
18.792,1926,,
16.772,1926,,
8.38207,1926,,
2.84379,1926,,
1.09687,1926,,
1.81646,1926,,
2.12076,1926,,
0.83978,1926,,
0.45951,1926,,
1.1992,1926,,
9.00523,1926,,
5.74642,1927,,
21.3551,1927,,
14.0191,1927,,
8.95163,1927,,
2.84379,1927,,
1.09687,1927,,
6.66739,1927,,
2.12076,1927,,
0.83978,1927,,
0.45951,1927,,
2.94635,1927,,
6.96181,1927,,
9.28352,1928,,
28.3128,1928,,
5.67496,1928,,
2.47969,1928,,
0.97261,1928,,
1.09687,1928,,
0.80124,1928,,
2.12076,1928,,
0.83978,1928,,
0.09349,1928,,
1.99489,1928,,
13.1556,1928,,
2.7093,1929,,
13.3375,1929,,
6.08789,1929,,
2.47969,1929,,
0.97261,1929,,
1.09687,1929,,
0.80124,1929,,
2.12076,1929,,
0.83978,1929,,
0.09349,1929,,
11.2924,1929,,
12.6012,1929,,
7.34958,1930,,
6.61321,1930,,
6.11675,1930,,
6.44158,1930,,
0.97261,1930,,
1.09687,1930,,
0.80124,1930,,
2.12076,1930,,
0.83978,1930,,
0.09349,1930,,
0.42246,1930,,
8.04592,1930,,
9.12852,1931,,
38.771,1931,,
13.3074,1931,,
10.8989,1931,,
2.9923,1931,,
1.74084,1931,,
2.34174,1931,,
3.25346,1931,,
0.83978,1931,,
0.54298,1931,,
1.57407,1931,,
5.50211,1931,,
5.18042,1932,,
17.4539,1932,,
21.0349,1932,,
7.30532,1932,,
7.41811,1932,,
1.74084,1932,,
2.34174,1932,,
3.25346,1932,,
0.83978,1932,,
0.54298,1932,,
1.57407,1932,,
16.4918,1932,,
6.42127,1933,,
21.6645,1933,,
13.4525,1933,,
12.0343,1933,,
3.62215,1933,,
1.74084,1933,,
2.34174,1933,,
3.25346,1933,,
0.83978,1933,,
0.54298,1933,,
1.57407,1933,,
5.21366,1933,,
5.18042,1934,,
17.7048,1934,,
25.6483,1934,,
9.1966,1934,,
2.9923,1934,,
1.74084,1934,,
2.34174,1934,,
3.25346,1934,,
0.83978,1934,,
0.54298,1934,,
3.40915,1934,,
9.29263,1934,,
5.18042,1935,,
27.7509,1935,,
16.4862,1935,,
9.14847,1935,,
2.9923,1935,,
1.74084,1935,,
2.34174,1935,,
3.25346,1935,,
0.83978,1935,,
0.54298,1935,,
2.07866,1935,,
9.74804,1935,,
7.2198,1936,,
12.8391,1936,,
29.3795,1936,,
2.79231,1936,,
1.7603,1936,,
1.09687,1936,,
0.80124,1936,,
2.12076,1936,,
0.83978,1936,,
0.09349,1936,,
3.2647,1936,,
5.83335,1936,,
7.70497,1937,,
26.6463,1937,,
10.8549,1937,,
4.13131,1937,,
0.97261,1937,,
1.09687,1937,,
0.80124,1937,,
2.12076,1937,,
0.83978,1937,,
0.09349,1937,,
4.17638,1937,,
9.28397,1937,,
4.01543,1938,,
17.749,1938,,
4.25767,1938,,
2.47969,1938,,
0.97261,1938,,
1.09687,1938,,
0.80124,1938,,
2.12076,1938,,
0.83978,1938,,
0.54298,1938,,
0.42246,1938,,
11.9372,1938,,
2.59072,1939,,
39.719,1939,,
12.5219,1939,,
8.36693,1939,,
0.97261,1939,,
1.09687,1939,,
0.80124,1939,,
2.12076,1939,,
0.83978,1939,,
0.09349,1939,,
0.42246,1939,,
11.7779,1939,,
6.62291,1940,,
8.6563,1940,,
11.2091,1940,,
2.98011,1940,,
1.94844,1940,,
1.09687,1940,,
0.80124,1940,,
2.12076,1940,,
0.83978,1940,,
0.09349,1940,,
1.63463,1940,,
17.4165,1940,,
1.5022,1941,,
11.4761,1941,,
20.6723,1941,,
13.6762,1941,,
1.13465,1941,,
1.09687,1941,,
0.73012,1941,,
