tas,"	Year", Month, Country, ISO3, ISO2
26.4301,1927,4,OMN,,
29.6501,1927,5,OMN,,
30.2165,1927,6,OMN,,
28.7734,1927,7,OMN,,
27.4474,1927,8,OMN,,
27.6684,1927,9,OMN,,
26.4826,1927,10,OMN,,
24.08,1927,11,OMN,,
21.2227,1927,12,OMN,,
19.8879,1928,1,OMN,,
20.6032,1928,2,OMN,,
23.2311,1928,3,OMN,,
27.4665,1928,4,OMN,,
29.5106,1928,5,OMN,,
29.9337,1928,6,OMN,,
28.7978,1928,7,OMN,,
27.3742,1928,8,OMN,,
27.1175,1928,9,OMN,,
25.7805,1928,10,OMN,,
23.4276,1928,11,OMN,,
20.5583,1928,12,OMN,,
20.274,1929,1,OMN,,
20.8621,1929,2,OMN,,
23.6648,1929,3,OMN,,
27.085,1929,4,OMN,,
29.4408,1929,5,OMN,,
29.5524,1929,6,OMN,,
28.2184,1929,7,OMN,,
27.0563,1929,8,OMN,,
26.7061,1929,9,OMN,,
25.949,1929,10,OMN,,
23.4055,1929,11,OMN,,
20.8854,1929,12,OMN,,
19.049,1930,1,OMN,,
20.9542,1930,2,OMN,,
23.2911,1930,3,OMN,,
26.7462,1930,4,OMN,,
29.5739,1930,5,OMN,,
30.016,1930,6,OMN,,
28.1037,1930,7,OMN,,
27.2553,1930,8,OMN,,
27.157,1930,9,OMN,,
25.8769,1930,10,OMN,,
23.5694,1930,11,OMN,,
21.0857,1930,12,OMN,,
20.4072,1931,1,OMN,,
20.1842,1931,2,OMN,,
23.1963,1931,3,OMN,,
26.5546,1931,4,OMN,,
28.9797,1931,5,OMN,,
29.6484,1931,6,OMN,,
28.503,1931,7,OMN,,
27.6615,1931,8,OMN,,
27.3341,1931,9,OMN,,
25.4174,1931,10,OMN,,
23.6408,1931,11,OMN,,
20.6105,1931,12,OMN,,
20.0783,1932,1,OMN,,
20.4426,1932,2,OMN,,
23.4655,1932,3,OMN,,
26.4374,1932,4,OMN,,
28.9816,1932,5,OMN,,
29.8823,1932,6,OMN,,
28.2395,1932,7,OMN,,
27.2297,1932,8,OMN,,
26.9454,1932,9,OMN,,
25.3645,1932,10,OMN,,
23.6692,1932,11,OMN,,
19.9177,1932,12,OMN,,
19.3494,1933,1,OMN,,
20.4811,1933,2,OMN,,
22.7953,1933,3,OMN,,
25.9102,1933,4,OMN,,
29.4533,1933,5,OMN,,
29.4054,1933,6,OMN,,
28.108,1933,7,OMN,,
27.2436,1933,8,OMN,,
26.6994,1933,9,OMN,,
25.7529,1933,10,OMN,,
23.4911,1933,11,OMN,,
21.6321,1933,12,OMN,,
18.9807,1934,1,OMN,,
21.2364,1934,2,OMN,,
22.5167,1934,3,OMN,,
26.6164,1934,4,OMN,,
28.8582,1934,5,OMN,,
29.7604,1934,6,OMN,,
28.1512,1934,7,OMN,,
27.4495,1934,8,OMN,,
26.9899,1934,9,OMN,,
25.358,1934,10,OMN,,
23.6279,1934,11,OMN,,
21.7358,1934,12,OMN,,
19.6406,1935,1,OMN,,
20.6476,1935,2,OMN,,
23.5991,1935,3,OMN,,
25.9501,1935,4,OMN,,
28.8654,1935,5,OMN,,
29.5565,1935,6,OMN,,
28.2838,1935,7,OMN,,
27.655,1935,8,OMN,,
27.0622,1935,9,OMN,,
25.8093,1935,10,OMN,,
24.2023,1935,11,OMN,,
22.0576,1935,12,OMN,,
19.333,1936,1,OMN,,
21.2859,1936,2,OMN,,
22.7247,1936,3,OMN,,
26.7131,1936,4,OMN,,
29.8595,1936,5,OMN,,
29.18,1936,6,OMN,,
28.2417,1936,7,OMN,,
27.8423,1936,8,OMN,,
27.1185,1936,9,OMN,,
24.9323,1936,10,OMN,,
23.192,1936,11,OMN,,
20.7906,1936,12,OMN,,
18.7916,1937,1,OMN,,
20.8324,1937,2,OMN,,
22.6058,1937,3,OMN,,
26.2043,1937,4,OMN,,
29.3787,1937,5,OMN,,
29.65,1937,6,OMN,,
28.6341,1937,7,OMN,,
27.5459,1937,8,OMN,,
27.1153,1937,9,OMN,,
25.8248,1937,10,OMN,,
24.0538,1937,11,OMN,,
20.8704,1937,12,OMN,,
20.1666,1938,1,OMN,,
21.0312,1938,2,OMN,,
22.6962,1938,3,OMN,,
26.5175,1938,4,OMN,,
29.2307,1938,5,OMN,,
29.5052,1938,6,OMN,,
28.6534,1938,7,OMN,,
27.8056,1938,8,OMN,,
27.7662,1938,9,OMN,,
25.674,1938,10,OMN,,
23.1641,1938,11,OMN,,
21.2831,1938,12,OMN,,
20.3564,1939,1,OMN,,
20.9497,1939,2,OMN,,
22.7296,1939,3,OMN,,
25.6045,1939,4,OMN,,
29.0971,1939,5,OMN,,
30.0645,1939,6,OMN,,
28.5336,1939,7,OMN,,
27.1862,1939,8,OMN,,
27.277,1939,9,OMN,,
25.757,1939,10,OMN,,
23.9668,1939,11,OMN,,
22.0349,1939,12,OMN,,
20.6476,1940,1,OMN,,
21.5227,1940,2,OMN,,
22.3962,1940,3,OMN,,
26.5894,1940,4,OMN,,
29.723,1940,5,OMN,,
29.9046,1940,6,OMN,,
28.7284,1940,7,OMN,,
27.5248,1940,8,OMN,,
27.3659,1940,9,OMN,,
26.4925,1940,10,OMN,,
23.9601,1940,11,OMN,,
21.5796,1940,12,OMN,,
20.1862,1941,1,OMN,,
21.6174,1941,2,OMN,,
23.9014,1941,3,OMN,,
26.7874,1941,4,OMN,,
29.6295,1941,5,OMN,,
30.4905,1941,6,OMN,,
28.9037,1941,7,OMN,,
27.5687,1941,8,OMN,,
27.3746,1941,9,OMN,,
26.2906,1941,10,OMN,,
23.9056,1941,11,OMN,,
21.1561,1941,12,OMN,,
19.8358,1942,1,OMN,,
20.9853,1942,2,OMN,,
23.7762,1942,3,OMN,,
26.9679,1942,4,OMN,,
29.7285,1942,5,OMN,,
30.1497,1942,6,OMN,,
28.7776,1942,7,OMN,,
27.4857,1942,8,OMN,,
27.5096,1942,9,OMN,,
25.669,1942,10,OMN,,
23.6229,1942,11,OMN,,
20.5565,1942,12,OMN,,
19.6255,1943,1,OMN,,
20.2503,1943,2,OMN,,
23.6364,1943,3,OMN,,
25.3429,1943,4,OMN,,
29.3892,1943,5,OMN,,
30.0652,1943,6,OMN,,
27.926,1943,7,OMN,,
27.3378,1943,8,OMN,,
26.6789,1943,9,OMN,,
25.5195,1943,10,OMN,,
24.1458,1943,11,OMN,,
22.3835,1943,12,OMN,,
20.9945,1944,1,OMN,,
21.2254,1944,2,OMN,,
23.1674,1944,3,OMN,,
26.2366,1944,4,OMN,,
29.2736,1944,5,OMN,,
30.504,1944,6,OMN,,
28.2689,1944,7,OMN,,
27.6766,1944,8,OMN,,
27.2526,1944,9,OMN,,
25.3195,1944,10,OMN,,
23.8497,1944,11,OMN,,
